6526_0:002ca8	6526_0	XP_013080095.1	106065743	A0A2C9KQ73			106065743
9657_0:001ea6	9657_0	XP_047589002.1	125102188				lysosomal thioesterase PPT2 isoform X2
8018_0:005e4f	8018_0	XP_035606752.1	118367408				lysosomal thioesterase PPT2-A-like
7906_0:006710	7906_0	XP_033912204.2	ppt2b				lysosomal thioesterase PPT2
51337_0:002978	51337_0	XP_045013076.1	Ppt2				lysosomal thioesterase PPT2 isoform X3
13164_0:00134c	13164_0	XP_022164752.1	LOC111029854				uncharacterized protein LOC111029854
9925_0:00404a	9925_0	XP_005696613.3	PPT2	A0A452EW18			PPT2
7757_0:0030ae	7757_0	XP_032828981.1	PPT2				lysosomal thioesterase PPT2
9837_0:001164	9837_0	XP_010947747.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
32536_0:00085f	32536_0	XP_026913866.1	PPT2	A0A6J1Z9F5			PPT2
63436_0:001462	63436_0	XP_043467320.1	122501705				lysosomal thioesterase PPT2 homolog
8090_0:00398b	8090_0	XP_020566063.2	LOC101158051				lysosomal thioesterase PPT2-like
30611_0:0008bd	30611_0	XP_003783411.1	CCER1	H0XJJ5			CCER1
8154_0:001583	8154_0	XP_026023020.1	wu:fb55g09				POU domain, class 4, transcription factor 2-like
409849_0:003468	409849_0	XP_033836578.1	LOC117383505				lysosomal thioesterase PPT2-A-like
7397_0:004265	7397_0	GPPI046310	GPPI046310				
28377_0:00082e	28377_0	XP_016847329.1	ppt2	G1KKE4			ppt2
260615_0:0054f0	260615_0	XP_039373157.1	120392453				lysosomal thioesterase PPT2
610380_0:0004a0	610380_0	XP_011143616.1	LOC105185661				lysosomal thioesterase PPT2 homolog isoform X1
59861_0:0019d9	59861_0	XP_041738849.1	121571454				lysosomal thioesterase PPT2-A-like isoform X1
30611_0:001ba1	30611_0	XP_012660270.1	PPT2	H0X249			PPT2
13735_0:003694	13735_0	XP_025044435.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1 isoform X2
283035_0:0045f3	283035_0	XP_031152648.1	wu:fb55g09				uncharacterized protein wu:fb55g09 isoform X1
109905_0:0020c1	109905_0	XP_041799174.1	121610918				lysosomal thioesterase PPT2-like
61384_0:003f23	61384_0	XP_046922353.1	124501977				coiled-coil domain-containing glutamate-rich protein 1-like
76717_0:002809	76717_0	XP_032730040.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
6689_0:001685	6689_0	XP_027214307.1	LOC113807277				lysosomal thioesterase PPT2-A-like isoform X1
48709_0:001160	48709_0	91244D9DBDEBE3B95E3AC6E1C4B8F4CE	91244D9DBDEBE3B95E3AC6E1C4B8F4CE	A0A1D2NA06			A0A1D2NA06_ORCCI
933632_0:000f21	933632_0	XP_048345439.1	125428811				lysosomal thioesterase PPT2
9798_0:003ff2	9798_0	XP_008541325.1	PPT2				lysosomal thioesterase PPT2 isoform X1
260995_0:002455	260995_0	XP_033807704.1	CCER1	A0A6P8RQL6			CCER1
9407_0:000583	9407_0	XP_015977073.1	PPT2				lysosomal thioesterase PPT2 isoform X1
93504_0:00064b	93504_0	XP_028178708.1	LOC114366120				lysosomal thioesterase PPT2 homolog
7830_0:0025aa	7830_0	XP_038668535.1	119973941				uncharacterized protein wu:fb55g09
1608454_0:005ea0	1608454_0	XP_016302378.1	LOC107658378	A0A671Q2F6			LOC107658378
51337_0:0022fa	51337_0	XP_004650597.1	Ccer1				coiled-coil domain-containing glutamate-rich protein 1
9135_0:000d1e	9135_0	XP_030083969.1	LOC115484119				uncharacterized protein LOC115484119
27706_0:00277a	27706_0	XP_038580214.1	119906853				lysosomal thioesterase PPT2
150288_0:001420	150288_0	XP_020775636.1	LOC110155804				lysosomal thioesterase PPT2-like
225164_0:002907	225164_0	XP_009054102.1	LOTGIDRAFT_205430	V3ZUN9			V3ZUN9_LOTGI
56716_0:000c7f	56716_0	XP_029286566.1	LOC115007749	A0A6J2PML3			LOC115007749
6500_0:002bcc	6500_0	XP_005103859.1	LOC101856749				lysosomal thioesterase PPT2-A-like isoform X1
10141_0:003517	10141_0	XP_003473995.1	Ppt2	A0A286XH50			A0A286XH50_CAVPO
1026970_0:000797	1026970_0	XP_008822190.1	Ccer1				coiled-coil domain-containing glutamate-rich protein 1
168631_0:0003ec	168631_0	CSUOGS106413	CSUOGS106413				
391180_0:000be6	391180_0	XP_022350568.1	LOC111141971	A0A2Y9IPY0			LOC111141971
260995_0:00382d	260995_0	XP_033772085.1	PPT2	A0A6P8NTB1			PPT2
5786_0:002507	5786_0	XP_003292332.1	DICPUDRAFT_157031	F0ZY33			F0ZY33_DICPU
362088_0:001f5b	362088_0	XP_046746314.1	124411297				lysosomal thioesterase PPT2 homolog isoform X1
8023_0:008946	8023_0	XP_029509659.1	wu:fb55g09				uncharacterized protein LOC115124380
2448451_0:0008f2	2448451_0	XP_031827678.1	LOC116424860				lysosomal thioesterase PPT2 homolog
8022_0:006be2	8022_0	XP_021427353.2	LOC110496041				lysosomal thioesterase PPT2-A
9531_0:003200	9531_0	XP_011890004.1	PPT2	A0A2K5MK18			PPT2
7913_0:0064e6	7913_0	XP_041091540.1	121304439				lysosomal thioesterase PPT2-A-like
59538_0:0011cf	59538_0	XP_005959606.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
34886_0:0014ab	34886_0	XP_027961198.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
59479_0:001eba	59479_0	XP_032974080.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1 isoform X1
37029_0:00251b	37029_0	XP_043427763.1	122478246				lysosomal thioesterase PPT2
36100_0:00190c	36100_0	XP_046562074.1	124271054				lysosomal thioesterase PPT2-A-like
278164_0:004e8d	278164_0	XP_048085386.1	125285144				lysosomal thioesterase PPT2
10036_0:003c08	10036_0	XP_040587838.1	101833389				lysosomal thioesterase PPT2-like
27687_0:0000ad	27687_0	XP_028656840.1	ppt2				lysosomal thioesterase PPT2 isoform X1
10093_0:003ee3	10093_0	XP_021073117.1	Ppt2				lysosomal thioesterase PPT2
80966_0:000c7e	80966_0	XP_022046127.1	LOC110948747				lysosomal thioesterase PPT2-A-like
112268_0:000e05	112268_0	AMIN001547	AMIN001547	A0A182VU04			A0A182VU04_9DIPT
29139_0:003cac	29139_0	XP_027732316.1	PPT2	A0A4X2K9Z0			A0A4X2K9Z0_VOMUR
146911_0:003507	146911_0	XP_015276285.1	PPT2				lysosomal thioesterase PPT2
106582_0:005b34	106582_0	XP_004573627.1	LOC101472327	A0A3P9DSM5			A0A3P9DSM5_9CICH
6105_0:00185d	6105_0	XP_031554332.1	LOC116291306	A0A6P8HNX9			LOC116291306
8005_0:0008c8	8005_0	XP_026884335.2	ppt2b				lysosomal thioesterase PPT2 isoform X1
1203425_0:002da2	1203425_0	XP_034554009.1	LOC117823071				lysosomal thioesterase PPT2-like
9643_0:00473b	9643_0	XP_045636077.1	CCER1	A0A452RK80			CCER1
9880_0:002b58	9880_0	XP_020765096.1	PPT2	A0A6J0YVM5			PPT2
9361_0:000d26	9361_0	XP_012378361.2	PPT2				lysosomal thioesterase PPT2
241271_0:0009b9	241271_0	XP_041673443.1	121529567				coiled-coil domain-containing glutamate-rich protein 1
299123_0:003c3e	299123_0	XP_021394514.1	PPT2				lysosomal thioesterase PPT2
119488_0:002123	119488_0	XP_044064211.1	122881729				lysosomal thioesterase PPT2-A-like
319348_0:0013d6	319348_0	Pv.05079	Pv.05079				
9711_0:001773	9711_0	XP_035964086.1	118545748				lysosomal thioesterase PPT2 isoform X1
59861_0:003e4e	59861_0	XP_041722780.2	121553600				lysosomal thioesterase PPT2-A-like
72248_0:000769	72248_0	XP_045511483.1	123706322				lysosomal thioesterase PPT2 homolog
91739_0:00013f	91739_0	XP_041970506.1	121726922				lysosomal thioesterase PPT2 homolog
61221_0:0007ac	61221_0	XP_044275624.1	123017988				lysosomal thioesterase PPT2 isoform X1
42100_0:00290e	42100_0	XP_032505371.1	PPT2				lysosomal thioesterase PPT2 isoform X1
667725_0:004025	667725_0	XP_014144833.1	SARC_16537	A0A0L0F2T5			A0A0L0F2T5_9EUKA
47314_0:000e6d	47314_0	XP_030555142.1	LOC115758570				lysosomal thioesterase PPT2 homolog
6706_0:003cfb	6706_0	XP_042236937.1	121876083				lysosomal thioesterase PPT2-A-like isoform X1
174628_0:002931	174628_0	XP_018799459.1	Ppt2_0	A0A0K8W5F9			Ppt2_0
9739_0:002910	9739_0	XP_033719965.1	PPT2	A0A6J3RZE2			PPT2
9615_0:002a39	9615_0	XP_038544730.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1 isoform X1
1825980_0:004537	1825980_0	XP_030398917.1	PPT2				lysosomal thioesterase PPT2
9823_0:0018c2	9823_0	XP_003126776.2	CCER1				LOW QUALITY PROTEIN: coiled-coil domain-containing glutamate-rich protein 1
1608482_0:004520	1608482_0	XP_040319282.1	121022319				lysosomal thioesterase PPT2 isoform X2
1415580_0:0013fa	1415580_0	XP_030053165.1	PPT2	A0A6P7XR69			PPT2
171605_0:000c99	171605_0	XP_046961957.1	124531415				lysosomal thioesterase PPT2 homolog
1234273_0:000bf0	1234273_0	XP_026996624.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1
27706_0:005183	27706_0	XP_038551907.1	119885759				homeobox protein prospero
54180_0:0015e1	54180_0	XP_033076987.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
10181_0:001796	10181_0	XP_012928413.1	PPT2	A0A0P6K5T8			PPT2
7962_0:008faf	7962_0	XP_018934475.2	ppt2b				lysosomal thioesterase PPT2-A-like
441921_0:001dd7	441921_0	XP_015510373.1	LOC107217382	A0A6J0B9M9			LOC107217382
418985_0:0008b0	418985_0	C3089E19A729B9382090BFBEF40E6D42	C3089E19A729B9382090BFBEF40E6D42	A0A1V9XXF0			Palmitoyl-protein hydrolase 1
8032_0:008586	8032_0	XP_029587166.1	LOC115173318	A0A674EIV0			LOC115173318
9838_0:0021de	9838_0	XP_010982162.2	CCER1	A0A5N4DE53			A0A5N4DE53_CAMDR
197161_0:0028b6	197161_0	XP_046398559.1	124165273				lysosomal thioesterase PPT2 homolog
8078_0:00301c	8078_0	XP_012725878.2	ppt2b	A0A147A186			A0A147A186_FUNHE
8255_0:002e9e	8255_0	XP_019952035.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1-like
8245_0:00508b	8245_0	XP_039977725.1	120786358				lysosomal thioesterase PPT2 isoform X1
8023_0:001ae8	8023_0	XP_029519557.1	LOC115131741				lysosomal thioesterase PPT2-A-like
75352_0:003189	75352_0	XP_048058144.1	125275339				lysosomal thioesterase PPT2
8520_0:0029fd	8520_0	XP_042326327.1	121932079				coiled-coil domain-containing glutamate-rich protein 1
48698_0:005b20	48698_0	XP_007542356.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1-like
29078_0:00176a	29078_0	XP_008141999.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
63155_0:0012b3	63155_0	XP_030585116.1	wu:fb55g09				uncharacterized protein LOC115780195
9860_0:0017b4	9860_0	XP_043763711.1	122697233				lysosomal thioesterase PPT2 isoform X1
334116_0:001538	334116_0	XP_026488772.1	LOC113395392				lysosomal thioesterase PPT2 homolog
8010_0:0023bc	8010_0	XP_010898758.1	ppt2b	A0A3P8ZP39			A0A3P8ZP39_ESOLU
59861_0:0023d2	59861_0	XP_041727313.1	121557933				coiled-coil domain-containing glutamate-rich protein 1
8240_0:002849	8240_0	XP_042278653.1	121904920				lysosomal thioesterase PPT2-A-like
9793_0:001d8b	9793_0	XP_044632251.1	PRRT1				uncharacterized protein LOC106831016 isoform X2
6565_0:002c59	6565_0	XP_022321645.1	LOC111123546				lysosomal thioesterase PPT2-A-like isoform X1
9371_0:0023cf	9371_0	XP_045148402.1	PPT2				lysosomal thioesterase PPT2 isoform X1
51298_0:002d1b	51298_0	XP_036212271.1	118679541				lysosomal thioesterase PPT2
7950_0:004988	7950_0	XP_012686975.1	ppt2	A0A6P3W1K5			ppt2
130825_0:0026c6	130825_0	XP_040844346.1	121161792				lysosomal thioesterase PPT2
32507_0:0009b5	32507_0	XP_006783032.1	wu:fb55g09				polyadenylate-binding protein 1-B-like
8267_0:00388c	8267_0	XP_034467438.1	LOC117777054				lysosomal thioesterase PPT2-A-like isoform X1
241271_0:0020c8	241271_0	XP_041649435.1	121513628				lysosomal thioesterase PPT2-like isoform X1
9720_0:001edf	9720_0	XP_032272244.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
417921_0:0015f3	417921_0	XP_034731024.1	LOC117946766				lysosomal thioesterase PPT2-A-like
72105_0:003d53	72105_0	XP_037649920.1	119502788				lysosomal thioesterase PPT2
9785_0:0006a8	9785_0	XP_003405660.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
197043_0:002f6e	197043_0	XP_046675532.1	124364250				lysosomal thioesterase PPT2 homolog isoform X1
61621_0:0046d2	61621_0	XP_017714657.1	PPT2				lysosomal thioesterase PPT2 isoform X1
10117_0:005048	10117_0	XP_032744162.1	Ppt2				lysosomal thioesterase PPT2
52239_0:00265e	52239_0	XP_033950641.1	ppt2b				lysosomal thioesterase PPT2
74873_0:000842	74873_0	ASIS010456	ASIS010456				
7245_0:000c6c	7245_0	XP_002088354.3	Dyak\\GE18522	B4P1F9			Dyak\\GE18522
7234_0:001cbe	7234_0	XP_002015145.1	Dper\\GL19554	B4G6M7			Dper\\GL19554
409849_0:00244c	409849_0	XP_033830022.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1
33528_0:003579	33528_0	XP_043994057.1	122843409				lysosomal thioesterase PPT2
2587831_0:004c9a	2587831_0	XP_029769904.1	PPT2				lysosomal thioesterase PPT2
299123_0:003ae0	299123_0	XP_031363556.1	LOC116184727				lysosomal thioesterase PPT2-like
8255_0:003a5b	8255_0	XP_019958066.1	ppt2b				lysosomal thioesterase PPT2-A-like
9402_0:003f17	9402_0	XP_006923881.1	CCER1	L5JTB3			L5JTB3_PTEAL
7240_0:0006d5	7240_0	XP_002079103.1	Dsim\\GD23774	B4QAD3			Dsim\\GD23774
7757_0:001a29	7757_0	XP_032814827.1	LOC116944954				lysosomal thioesterase PPT2-B-like
80966_0:000c6f	80966_0	XP_022046126.1	LOC110948746				LOW QUALITY PROTEIN: lysosomal thioesterase PPT2-like
586833_0:00120c	586833_0	XP_029908515.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1-like
109280_0:0023eb	109280_0	XP_019734179.1	LOC109521022				lysosomal thioesterase PPT2-like isoform X1
13616_0:004984	13616_0	XP_007503533.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
8177_0:00165a	8177_0	XP_036956627.1	119020931				coiled-coil domain-containing glutamate-rich protein 1
8467_0:00366d	8467_0	XP_048673625.1	125621140				lysosomal thioesterase PPT2
56723_0:004cd2	56723_0	XP_020512731.1	ppt2b	A0A3Q3EP56			A0A3Q3EP56_9LABR
192404_0:001aa2	192404_0	XP_036908578.1	118991458				lysosomal thioesterase PPT2 isoform X1
9627_0:000854	9627_0	XP_025846302.1	PPT2	A0A3Q7RKG3			PPT2
9337_0:004817	9337_0	XP_036622214.1	118856186				lysosomal thioesterase PPT2 isoform X1
10160_0:00029d	10160_0	XP_023573330.1	Ccer1	A0A6P3EH67			Ccer1
210632_0:003ddf	210632_0	XP_028280894.1	LOC114448252	A0A6P7JV77			LOC114448252
43151_0:001340	43151_0	ADAC005479	ADAC005479	W5JHN8			W5JHN8_ANODA
9515_0:00027c	9515_0	XP_032142425.1	CCER1	A0A6J3IK01			CCER1
30522_0:0042a3	30522_0	XP_027381007.1	PPT2	A0A4W2BZP5			PPT2
8017_0:003062	8017_0	XP_046218408.1	124043650				lysosomal thioesterase PPT2-A-like isoform X1
1155016_0:002235	1155016_0	1155016:002235	1155016:002235				
214514_0:000698	214514_0	XP_048196525.1	125347474				coiled-coil domain-containing glutamate-rich protein 1
40690_0:002e66	40690_0	XP_033994598.1	wu:fb55g09				uncharacterized protein wu:fb55g09
72105_0:0003be	72105_0	XP_037636826.1	119494767				uncharacterized protein wu:fb55g09
7425_0:002ed7	7425_0	NP_001153389.1	Ppt2				palmitoyl-protein thioesterase 2 precursor
9598_0:001d99	9598_0	XP_009449234.2	PPT2	H2QSQ9			PPT2
452646_0:0005de	452646_0	XP_044111760.1	122911290				lysosomal thioesterase PPT2 isoform X1
609295_0:002795	609295_0	XP_014486305.1	LOC106750453	A0A6P3Y5Z7			LOC106750453
8267_0:0011ae	8267_0	XP_034440203.1	wu:fb55g09				coiled-coil domain-containing glutamate-rich protein 1
9749_0:003ded	9749_0	XP_022422302.1	PPT2	A0A2Y9MTJ9			PPT2
40151_0:003d12	40151_0	XP_029060172.1	CCER1	A0A4U1F416			A0A4U1F416_MONMO
9430_0:000090	9430_0	XP_024419614.1	CCER1				LOW QUALITY PROTEIN: coiled-coil domain-containing glutamate-rich protein 1
48701_0:001ceb	48701_0	XP_014846914.1	LOC106920425	A0A3B3WQV0			A0A3B3WQV0_9TELE
482537_0:002ce6	482537_0	XP_008579753.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
38358_0:0023b9	38358_0	XP_037038878.1	119076315				lysosomal thioesterase PPT2 homolog
38123_0:002efb	38123_0	PVEN012028	PVEN012028				
30033_0:002666	30033_0	XP_017032857.1	LOC108082076	A0A6P4IV05			LOC108082076
336983_0:000186	336983_0	XP_011788974.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
6565_0:00261f	6565_0	XP_022321647.1	LOC111123547				lysosomal thioesterase PPT2-A-like
452646_0:003fc0	452646_0	XP_044084260.1	122892149				coiled-coil domain-containing glutamate-rich protein 1 isoform X1
215358_0:001280	215358_0	XP_019123809.1	wu:fb55g09	A0A0F8AI84			A0A0F8AI84_LARCR
178035_0:0019ae	178035_0	XP_015433613.1	LOC107189566				lysosomal thioesterase PPT2 homolog
29139_0:004c06	29139_0	XP_027698309.1	CCER1				coiled-coil domain-containing glutamate-rich protein 1
8081_0:0014ff	8081_0	XP_008407086.1	wu:fb55g09	A0A3P9NXL3			A0A3P9NXL3_POERE
310571_0:002fb0	310571_0	XP_033492120.1	ppt2b				lysosomal thioesterase PPT2
126957_0:002634	126957_0	SMAR008687	SMAR008687	T1J4Z0			T1J4Z0_STRMM
34816_0:003dc0	34816_0	XP_035528218.1	118335853				lysosomal thioesterase PPT2-like
